,algorithm,tolerance1,T,x0,xmin,fmin,iterations,time
11737,Newton-CG,1000.0,50.0,[-3.2  -4.1  -3.05  3.18],[ 0.05 -4.06 -3.05  3.18],925419380.02,1,0.00021219253540039062
11738,Newton-CG,1000.0,100.0,[-2.75  3.88 -0.42 -1.47],[-0.04  3.91 -0.42 -1.47],825811365.29,1,0.0002040863037109375
11739,Newton-CG,10000.0,0.01,[1.13 0.41 0.76 1.99],[-0.    0.39  0.76  1.99],10028759.83,1,0.00020384788513183594
11740,Newton-CG,10000.0,0.1,[ 2.43  2.1   3.66 -2.93],[-0.02  2.07  3.66 -2.93],258080135.17,1,0.00022864341735839844
11741,Newton-CG,10000.0,1.0,[-3.33 -4.66  1.82  2.83],[ 0.05 -4.63  1.82  2.83],1122263768.7,1,0.00020456314086914062
11742,Newton-CG,10000.0,10.0,[ 4.76  2.96  4.95 -2.7 ],[-0.03  2.91  4.95 -2.7 ],507682708.12,1,0.0002892017364501953
11743,Newton-CG,10000.0,30.0,[-0.94 -1.13  1.14 -2.79],[ 0.01 -1.12  1.14 -2.79],62619498.72,1,0.0003077983856201172
11744,Newton-CG,10000.0,50.0,[ 3.66 -0.72 -0.54 -4.3 ],[ 0.01 -0.77 -0.54 -4.3 ],32291591.68,1,0.00024175643920898438
11745,Newton-CG,10000.0,100.0,[-0.7  -4.68 -4.55 -1.34],[ 0.06 -4.68 -4.55 -1.34],1243964368.3,1,0.000225067138671875
11746,Newton-CG,100000.0,0.01,[ 3.86 -1.67  4.63  1.56],[ 0.02 -1.71  4.63  1.56],132249679.91,1,0.00021266937255859375
11747,Newton-CG,100000.0,0.1,[-0.71  2.77 -4.89 -0.96],[-0.03  2.78 -4.89 -0.96],379091405.91,1,0.00020933151245117188
11748,Newton-CG,100000.0,1.0,[ 2.23  3.48  3.59 -2.68],[-0.04  3.45  3.59 -2.68],686843511.28,1,0.000209808349609375
11749,Newton-CG,100000.0,10.0,[ 1.65 -2.02 -1.22  0.35],[ 0.02 -2.04 -1.22  0.35],229136341.96,1,0.00021028518676757812
11750,Newton-CG,100000.0,30.0,[ 0.65 -4.7  -0.65 -3.27],[ 0.06 -4.7  -0.65 -3.27],1200305370.68,1,0.00021457672119140625
11751,Newton-CG,100000.0,50.0,[ 4.3  -3.63  4.72  2.65],[ 0.04 -3.68  4.72  2.65],670880606.65,1,0.0002086162567138672
11752,Newton-CG,100000.0,100.0,[-1.71  4.95 -1.39  1.08],[-0.06  4.97 -1.39  1.08],1319188702.53,1,0.00021338462829589844
11753,Newton-CG,1000000.0,0.01,[ 2.23 -0.32 -1.86  1.07],[ 0.01 -0.34 -1.86  1.07],7955194.77,1,0.00020766258239746094
11754,Newton-CG,1000000.0,0.1,[ 3.7  -4.24 -0.02 -2.01],[ 0.05 -4.28 -0.02 -2.01],987206215.27,1,0.0002067089080810547
11755,Newton-CG,1000000.0,1.0,[2.76 1.25 1.61 0.83],[-0.01  1.22  1.61  0.83],88336599.61,1,0.0002014636993408203
11756,Newton-CG,1000000.0,10.0,[-2.6  -0.46 -4.59  3.84],[ 0.01 -0.43 -4.59  3.84],16206091.22,1,0.00020432472229003906
11757,Newton-CG,1000000.0,30.0,[-4.57 -0.79  0.59 -3.81],[ 0.01 -0.74  0.59 -3.81],27302262.73,1,0.00020456314086914062
11758,Newton-CG,1000000.0,50.0,[-3.98 -1.26  0.66 -2.87],[ 0.01 -1.22  0.67 -2.87],76018843.41,1,0.00020647048950195312
11759,Newton-CG,1000000.0,100.0,[-4.26  0.05 -4.01  3.58],[ 0.    0.1  -4.01  3.58],64219.49,1,0.00020503997802734375
11760,trust-ncg,1e-05,0.01,[-1.59  4.55 -3.74 -4.17],[ 0.   -0.02  0.26  3.94],2455.19,10,0.0015048980712890625
11761,trust-ncg,1e-05,0.1,[-2.43  4.42  5.   -4.72],[ 0.   -0.02  0.26  3.94],2455.19,10,0.001603841781616211
11762,trust-ncg,1e-05,1.0,[ 4.38 -1.38  3.32 -0.58],[ 0.   -0.02  0.26  3.94],2455.19,9,0.0015413761138916016
11763,trust-ncg,1e-05,10.0,[ 0.32 -4.16 -1.51  2.22],[ 0.   -0.02  0.26  3.94],2455.19,9,0.0013294219970703125
11764,trust-ncg,1e-05,30.0,[-4.5   2.24  3.82 -1.71],[ 0.   -0.02  0.26  3.94],2455.19,9,0.0013647079467773438
11765,trust-ncg,1e-05,50.0,[ 0.11  2.71 -1.11  1.34],[ 0.   -0.02  0.26  3.94],2455.19,11,0.00156402587890625
11766,trust-ncg,1e-05,100.0,[ 0.46 -0.33 -1.15  0.27],[ 0.   -0.02  0.26  3.94],2455.19,11,0.0016460418701171875
11767,trust-ncg,0.0001,0.01,[ 1.01 -5.    0.49 -1.35],[ 0.   -0.02  0.26  3.94],2455.19,9,0.0013802051544189453
11768,trust-ncg,0.0001,0.1,[-3.55  3.11  0.07  0.57],[ 0.   -0.02  0.26  3.94],2455.19,7,0.0010437965393066406
11769,trust-ncg,0.0001,1.0,[ 1.38  0.44  2.36 -0.55],[ 0.   -0.02  0.26  3.94],2455.19,8,0.0012934207916259766
11770,trust-ncg,0.0001,10.0,[ 4.22 -2.13 -1.25  3.42],[ 0.   -0.02  0.26  3.94],2455.19,8,0.0011856555938720703
11771,trust-ncg,0.0001,30.0,[-0.38 -1.89  4.64  2.01],[ 0.   -0.02  0.26  3.94],2455.19,9,0.0012080669403076172
11772,trust-ncg,0.0001,50.0,[ 1.66 -3.56 -4.73 -1.04],[ 0.   -0.02  0.26  3.94],2455.19,10,0.0012879371643066406
11773,trust-ncg,0.0001,100.0,[-4.2  -2.71  2.54 -4.56],[ 0.   -0.02  0.26  3.94],2455.19,10,0.0014920234680175781
11774,trust-ncg,0.001,0.01,[ 0.02 -3.51  1.28 -2.06],[ 0.   -0.02  0.26  3.94],2455.19,12,0.0017237663269042969
11775,trust-ncg,0.001,0.1,[ 1.22 -2.77 -0.18  3.78],[ 0.   -0.02  0.26  3.94],2455.19,8,0.0011844635009765625
11776,trust-ncg,0.001,1.0,[ 2.86  2.2   3.55 -3.52],[ 0.   -0.02  0.26  3.94],2455.19,11,0.0018382072448730469
11777,trust-ncg,0.001,10.0,[ 4.05  3.47 -1.11  4.73],[ 0.   -0.02  0.26  3.94],2455.19,7,0.0014462471008300781
11778,trust-ncg,0.001,30.0,[-2.11  0.44 -3.69  3.66],[ 0.   -0.02  0.26  3.94],2455.19,9,0.002244710922241211
11779,trust-ncg,0.001,50.0,[ 2.76 -0.93  0.76 -1.67],[ 0.   -0.02  0.26  3.94],2455.19,8,0.0017840862274169922
11780,trust-ncg,0.001,100.0,[ 1.09 -4.69 -4.89 -3.84],[ 0.   -0.02  0.26  3.94],2455.19,10,0.0015106201171875
11781,trust-ncg,0.01,0.01,[-0.57  3.39 -1.14 -1.4 ],[ 0.   -0.02  0.26  3.94],2455.19,13,0.0017719268798828125
11782,trust-ncg,0.01,0.1,[-4.8   2.15 -4.97 -1.72],[ 0.   -0.02  0.26  3.94],2455.19,9,0.001253366470336914
11783,trust-ncg,0.01,1.0,[-1.58 -3.81  0.89  0.53],[ 0.   -0.02  0.26  3.94],2455.19,8,0.0011556148529052734
11784,trust-ncg,0.01,10.0,[ 3.6   2.36  3.95 -4.43],[ 0.   -0.02  0.26  3.94],2455.19,9,0.0013883113861083984
11785,trust-ncg,0.01,30.0,[-1.59  1.63  2.57 -0.49],[ 0.   -0.02  0.26  3.94],2455.19,7,0.0011017322540283203
11786,trust-ncg,0.01,50.0,[-2.89 -0.38 -2.97  2.2 ],[ 0.   -0.02  0.26  3.94],2455.19,9,0.0012249946594238281
11787,trust-ncg,0.01,100.0,[ 2.02 -3.22  2.45  2.47],[ 0.   -0.02  0.26  3.94],2455.19,40,0.002979755401611328
11788,trust-ncg,0.1,0.01,[ 1.74 -0.18 -2.96  1.22],[ 0.   -0.02  0.26  3.94],2455.19,9,0.0012857913970947266
11789,trust-ncg,0.1,0.1,[-2.1   1.19 -3.69 -2.94],[ 0.   -0.02  0.26  3.94],2455.19,12,0.0017185211181640625
11790,trust-ncg,0.1,1.0,[-3.68  0.59 -4.85 -3.67],[ 0.   -0.02  0.26  3.94],2455.19,9,0.0012638568878173828
11791,trust-ncg,0.1,10.0,[1.62 4.72 0.8  4.36],[ 0.   -0.02  0.26  3.94],2455.19,10,0.0012540817260742188
11792,trust-ncg,0.1,30.0,[-0.9  -0.19  2.4  -0.76],[ 0.   -0.02  0.26  3.94],2455.19,12,0.0016722679138183594
11793,trust-ncg,0.1,50.0,[-3.64  3.51 -1.41 -0.21],[ 0.   -0.02  0.26  3.93],2455.19,8,0.0012111663818359375
11794,trust-ncg,0.1,100.0,[ 4.92  1.52 -0.92  2.65],[ 0.   -0.02  0.26  3.94],2455.19,6,0.000980377197265625
11795,trust-ncg,1.0,0.01,[-3.6   4.7  -4.05 -4.73],[ 0.   -0.02  0.26  3.94],2455.19,11,0.0015411376953125
11796,trust-ncg,1.0,0.1,[-4.75 -4.36 -1.07  2.37],[ 0.   -0.02  0.26  3.94],2455.19,9,0.0012581348419189453
11797,trust-ncg,1.0,1.0,[-2.87  0.04  2.57  0.6 ],[ 0.   -0.02  0.26  3.94],2455.19,8,0.0011892318725585938
11798,trust-ncg,1.0,10.0,[-0.69  4.01  0.23 -3.33],[ 0.   -0.02  0.26  3.94],2455.19,12,0.0016291141510009766
11799,trust-ncg,1.0,30.0,[-2.96 -0.91 -3.84  2.68],[ 0.   -0.02  0.26  3.94],2455.19,10,0.0013163089752197266
11800,trust-ncg,1.0,50.0,[ 1.11  0.14  4.87 -2.3 ],[ 0.   -0.02  0.26  3.94],2455.19,12,0.0016679763793945312
11801,trust-ncg,1.0,100.0,[-3.41  0.84 -1.44 -2.27],[ 0.   -0.02  0.26  3.94],2455.19,9,0.0013282299041748047
11802,trust-ncg,10.0,0.01,[-3.72 -0.76  1.12  0.04],[ 0.   -0.02  0.26  3.94],2455.19,6,0.0009829998016357422
11803,trust-ncg,10.0,0.1,[-3.21  2.65 -1.32  4.67],[ 0.   -0.02  0.2   4.79],2458.95,5,0.0007793903350830078
11804,trust-ncg,10.0,1.0,[ 0.77 -1.27  2.47  1.21],[ 0.   -0.02  0.26  3.94],2455.19,9,0.0013480186462402344
11805,trust-ncg,10.0,10.0,[ 3.79  3.1  -4.14 -3.65],[ 0.   -0.02  0.26  3.94],2455.19,9,0.001291513442993164
11806,trust-ncg,10.0,30.0,[2.46 2.3  2.4  0.56],[ 0.   -0.02  0.26  3.94],2455.19,7,0.0010006427764892578
11807,trust-ncg,10.0,50.0,[-2.02 -4.04  4.18 -0.19],[ 0.   -0.02  0.29  3.53],2456.12,10,0.0013799667358398438
11808,trust-ncg,10.0,100.0,[-4.07  0.08  2.97  3.99],[ 0.   -0.02  0.27  3.79],2455.32,6,0.0008053779602050781
11809,trust-ncg,100.0,0.01,[ 1.03 -4.49  1.78 -2.74],[ 0.   -0.03  0.77 -2.82],2697.93,5,0.0007703304290771484
11810,trust-ncg,100.0,0.1,[ 4.74 -0.52  1.19  4.27],[ 0.   -0.02  0.24  4.2 ],2455.54,6,0.0008141994476318359
11811,trust-ncg,100.0,1.0,[-0.94 -0.6  -1.26 -3.06],[ 0.   -0.03  0.78 -2.89],2703.49,6,0.0008697509765625
11812,trust-ncg,100.0,10.0,[ 0.2   2.28 -4.82 -4.65],[ 0.   -0.04  0.88 -4.2 ],2807.35,8,0.0010602474212646484
11813,trust-ncg,100.0,30.0,[-0.72 -4.2  -3.6  -2.39],[ 0.   -0.03  0.72 -2.05],2646.08,7,0.000988006591796875
11814,trust-ncg,100.0,50.0,[-4.83 -4.73 -4.11  3.58],[ 0.   -0.02  0.26  3.9 ],2455.2,7,0.0009441375732421875
11815,trust-ncg,100.0,100.0,[ 2.81  0.11 -3.37  1.13],[ 0.   -0.03  0.45  1.43],2488.87,7,0.0009698867797851562
11816,trust-ncg,1000.0,0.01,[-4.73  3.47  0.64  3.27],[ 0.   -0.02  0.31  3.25],2457.77,5,0.000713348388671875
11817,trust-ncg,1000.0,0.1,[-3.9   1.84 -4.46 -2.51],[ 0.   -0.03  0.72 -2.1 ],2649.21,8,0.0010929107666015625
11818,trust-ncg,1000.0,1.0,[ 1.18  4.87  0.67 -4.63],[ 0.   -0.04  0.91 -4.6 ],2842.43,6,0.0008189678192138672
11819,trust-ncg,1000.0,10.0,[-4.01 -0.67  4.61 -4.56],[ 0.   -0.04  0.93 -4.83],2864.02,6,0.0008039474487304688
11820,trust-ncg,1000.0,30.0,[-2.94  4.54  1.32 -2.19],[ 0.   -0.03  0.73 -2.22],2657.0,5,0.0007045269012451172
11821,trust-ncg,1000.0,50.0,[ 1.57  0.46  1.61 -3.97],[ 0.   -0.03  0.86 -4.01],2791.35,4,0.0006256103515625
11822,trust-ncg,1000.0,100.0,[ 1.93 -3.84 -0.49 -2.72],[ 0.   -0.03  0.76 -2.62],2684.23,6,0.0008361339569091797
11823,trust-ncg,10000.0,0.01,[-1.51  0.83 -4.25 -1.71],[ 0.   -0.03  0.66 -1.32],2602.61,7,0.0009634494781494141
11824,trust-ncg,10000.0,0.1,[ 4.57 -3.62 -2.44  4.43],[ 0.   -0.02  0.21  4.63],2457.68,5,0.0007233619689941406
11825,trust-ncg,10000.0,1.0,[-4.65 -3.8   1.71  3.54],[ 0.   -0.07  1.82  3.55],10051.96,4,0.0005712509155273438
11826,trust-ncg,10000.0,10.0,[4.53 4.46 2.31 2.63],[ 0.   -0.03  0.37  2.49],2466.36,7,0.0009205341339111328
11827,trust-ncg,10000.0,30.0,[ 2.8  -3.62  4.19  3.97],[ 0.   -0.02  0.3   3.68],2457.11,8,0.0009968280792236328
11828,trust-ncg,10000.0,50.0,[-4.08  4.28  2.31 -4.96],[ 0.   -0.07  2.18 -4.96],7954.57,6,0.0007760524749755859
11829,trust-ncg,10000.0,100.0,[0.05 2.53 4.35 0.62],[ 0.   -0.03  0.53  0.35],2523.94,8,0.0010290145874023438
11830,trust-ncg,100000.0,0.01,[0.56 4.24 4.04 3.85],[ 0.   -0.13  3.91  3.84],45646.68,6,0.00079345703125
11831,trust-ncg,100000.0,0.1,[0.11 3.68 0.84 4.61],[ 0.   -0.04  0.73  4.61],3350.5,6,0.00079345703125
11832,trust-ncg,100000.0,1.0,[-0.53 -4.27 -1.22 -3.6 ],[ 0.    0.02 -1.09 -3.6 ],14801.71,6,0.0007970333099365234
11833,trust-ncg,100000.0,10.0,[ 1.97  4.41 -1.61 -4.33],[ 0.    0.04 -1.74 -4.34],25289.3,5,0.0006709098815917969
11834,trust-ncg,100000.0,30.0,[ 0.06  4.93 -1.23  2.19],[ 0.    0.03 -1.38  2.18],12742.85,6,0.0007958412170410156
11835,trust-ncg,100000.0,50.0,[-4.01 -1.72 -1.31 -1.59],[ 0.    0.03 -1.26 -1.58],14867.35,4,0.000579833984375
11836,trust-ncg,100000.0,100.0,[ 4.88  1.41  1.32 -4.01],[ 0.   -0.05  1.28 -4.01],3356.23,4,0.0005736351013183594
11837,trust-ncg,1000000.0,0.01,[ 4.7  -1.7  -4.31  2.57],[ 0.    0.11 -4.26  2.58],72290.72,4,0.0005900859832763672
11838,trust-ncg,1000000.0,0.1,[ 3.81 -0.25  3.4  -2.32],[ 0.   -0.11  3.41 -2.32],25996.99,5,0.000698089599609375
11839,trust-ncg,1000000.0,1.0,[-1.13 -1.71 -4.61  3.95],[ 0.    0.12 -4.55  3.95],78138.4,3,0.0005104541778564453
11840,trust-ncg,1000000.0,10.0,[ 4.53  3.65 -1.68  3.7 ],[ 0.    0.04 -1.78  3.69],16354.63,4,0.000621795654296875
11841,trust-ncg,1000000.0,30.0,[ 3.86 -0.93  1.74  0.18],[ 0.   -0.06  1.76  0.18],7368.8,4,0.0006284713745117188
11842,trust-ncg,1000000.0,50.0,[ 3.46  3.68 -3.77  3.95],[ 0.    0.1  -3.88  3.95],58423.59,4,0.0006000995635986328
11843,trust-ncg,1000000.0,100.0,[-1.49  0.98  4.91  2.59],[ 0.   -0.16  4.88  2.59],68911.26,3,0.00047206878662109375
11844,Nelder-mead,1e-05,0.01,[ 2.15 -3.1  -2.26 -0.7 ],[ 0.   -0.01 -0.19  9.71],2632.12,444,0.0222780704498291
11845,Nelder-mead,1e-05,0.1,[-1.28 -2.68 -0.26 -1.55],[ 0.000e+00 -1.000e-02 -3.600e-01  1.064e+01],2737.05,419,0.021171092987060547
11846,Nelder-mead,1e-05,1.0,[ 4.29  3.49  1.55 -0.52],[ 0.   -0.04  0.87 -4.01],2791.68,457,0.02223825454711914
11847,Nelder-mead,1e-05,10.0,[-3.45 -2.55 -2.86  3.07],[ 0.   -0.02 -0.05  8.01],2543.05,430,0.020776987075805664
11848,Nelder-mead,1e-05,30.0,[-2.45 -0.45 -0.3  -0.13],[ 0.   -0.03  0.57 -0.09],2541.69,463,0.021776437759399414
11849,Nelder-mead,1e-05,50.0,[ 4.77  1.91 -0.56  4.08],[ 0.   -0.02 -0.08  8.62],2571.44,426,0.020203590393066406
11850,Nelder-mead,1e-05,100.0,[ 2.8  -0.36  1.37  2.75],[ 0.   -0.02  0.15  5.49],2467.87,453,0.021919965744018555
11851,Nelder-mead,0.0001,0.01,[ 4.63  0.42  2.31 -3.94],[  0.    -0.06   2.12 -19.88],5480.69,469,0.0218050479888916
11852,Nelder-mead,0.0001,0.1,[-1.87 -1.45 -1.56 -3.36],[  0.    -0.04   1.34 -10.8 ],3612.59,463,0.02100396156311035
11853,Nelder-mead,0.0001,1.0,[ 4.88 -0.61  3.81  1.67],[ 0.   -0.02 -0.01  7.65],2528.14,435,0.020273923873901367
11854,Nelder-mead,0.0001,10.0,[ 3.35 -2.37  2.23 -0.24],[ 0.   -0.03  0.56 -0.05],2539.72,425,0.019994735717773438
11855,Nelder-mead,0.0001,30.0,[-4.91 -3.5  -2.52  2.49],[ 0.   -0.02  0.1   6.03],2478.38,431,0.020218849182128906
11856,Nelder-mead,0.0001,50.0,[ 2.26  0.48 -2.13 -4.75],[ 0.   -0.03  0.65 -0.93],2583.17,471,0.020957231521606445
11857,Nelder-mead,0.0001,100.0,[-0.15  0.32  3.48  3.9 ],[ 0.   -0.02  0.2   5.71],2499.16,480,0.021384477615356445
11858,Nelder-mead,0.001,0.01,[-0.57  0.07 -2.55  4.54],[ 0.   -0.03  0.49  0.79],2508.12,437,0.020391464233398438
11859,Nelder-mead,0.001,0.1,[ 1.43 -2.55 -4.3  -4.41],[ 0.   -0.02  0.23  4.36],2456.11,454,0.021100282669067383
11860,Nelder-mead,0.001,1.0,[4.75 4.96 4.57 2.86],[ 0.   -0.02 -0.05  8.13],2548.11,435,0.02017951011657715
11861,Nelder-mead,0.001,10.0,[ 1.37  3.4  -1.83  0.89],[ 0.   -0.02  0.27  3.84],2455.26,422,0.01953291893005371
11862,Nelder-mead,0.001,30.0,[-3.8   2.32 -1.36 -2.29],[  0.    -0.04   1.33 -10.97],3649.8,449,0.02082967758178711
11863,Nelder-mead,0.001,50.0,[-3.79 -0.74 -2.62  4.21],[ 0.   -0.   -0.64 15.56],3174.21,472,0.024802684783935547
11864,Nelder-mead,0.001,100.0,[-4.45  1.3   3.    1.47],[ 0.   -0.02 -0.02  7.79],2534.0,469,0.021387338638305664
11865,Nelder-mead,0.01,0.01,[ 4.6  -1.96 -4.9  -1.24],[ 0.   -0.03  0.55  0.2 ],2529.66,453,0.021149635314941406
11866,Nelder-mead,0.01,0.1,[ 1.81 -0.39 -4.45 -4.55],[  0.    -0.08   3.34 -37.58],11754.71,472,0.020760059356689453
11867,Nelder-mead,0.01,1.0,[-0.35  3.81  0.59 -3.83],[ 0.   -0.03  0.64  0.51],2592.61,473,0.02053046226501465
11868,Nelder-mead,0.01,10.0,[ 4.37 -0.85 -3.03 -3.79],[  0.    -0.09   3.99 -49.08],17635.22,449,0.020413637161254883
11869,Nelder-mead,0.01,30.0,[-2.43 -1.79 -2.97  2.52],[ 0.   -0.02  0.12  5.86],2474.61,439,0.019789695739746094
11870,Nelder-mead,0.01,50.0,[-0.53 -4.82  1.74 -2.56],[ 0.   -0.04  1.02 -6.34],3018.27,358,0.0162656307220459
11871,Nelder-mead,0.01,100.0,[-0.79  0.59 -2.55  2.18],[ 0.   -0.02  0.3   3.5 ],2456.24,370,0.016817808151245117
11872,Nelder-mead,0.1,0.01,[0.87 1.09 2.41 2.13],[ 0.   -0.   -0.63 15.96],3242.64,476,0.020705461502075195
11873,Nelder-mead,0.1,0.1,[-1.81 -4.2  -3.48  1.97],[ 0.   -0.02  0.33  3.06],2459.3,374,0.0171506404876709
11874,Nelder-mead,0.1,1.0,[ 4.96 -1.04 -1.85  0.8 ],[ 0.   -0.03  0.71 -2.12],2650.44,443,0.019784212112426758
11875,Nelder-mead,0.1,10.0,[ 3.49  3.1  -1.66 -0.57],[ 0.   -0.03  0.56 -0.02],2538.7,449,0.020174503326416016
11876,Nelder-mead,0.1,30.0,[-3.78  2.01 -3.44  2.1 ],[ 0.   -0.01 -0.14  9.23],2603.48,453,0.020189285278320312
11877,Nelder-mead,0.1,50.0,[-0.13 -4.94  1.42  1.45],[ 0.   -0.   -0.73 18.3 ],3623.46,481,0.020751237869262695
11878,Nelder-mead,0.1,100.0,[ 3.38  2.54  2.26 -3.35],[ 0.   -0.04  1.01 -5.81],2960.81,450,0.020387887954711914
11879,Nelder-mead,1.0,0.01,[ 1.85  0.43 -4.74 -3.91],[  0.    -0.04   1.38 -11.05],3649.14,466,0.020620346069335938
11880,Nelder-mead,1.0,0.1,[ 1.31 -2.29 -1.92 -4.25],[ 0.000e+00 -1.000e-02 -2.900e-01  1.043e+01],2692.1,468,0.020522356033325195
11881,Nelder-mead,1.0,1.0,[ 3.21 -1.91 -1.99  0.97],[ 0.   -0.04  1.04 -6.57],3043.41,403,0.01797652244567871
11882,Nelder-mead,1.0,10.0,[ 2.28 -4.35  1.29  0.05],[ 0.   -0.03  0.55  0.13],2532.65,450,0.02003312110900879
11883,Nelder-mead,1.0,30.0,[-4.14  4.94  1.37  3.25],[ 0.   -0.02  0.16  5.39],2466.28,447,0.020355701446533203
11884,Nelder-mead,1.0,50.0,[-2.66  2.32 -2.5  -1.48],[ 0.   -0.04  1.01 -6.2 ],3002.72,432,0.01944875717163086
11885,Nelder-mead,1.0,100.0,[ 4.64 -0.9  -1.4  -4.65],[  0.    -0.08   3.86 -64.48],35359.98,455,0.020124197006225586
11886,Nelder-mead,10.0,0.01,[-0.26 -3.52 -3.36  2.73],[ 0.   -0.02 -0.08  8.42],2561.69,356,0.016163110733032227
11887,Nelder-mead,10.0,0.1,[-0.43  1.07  3.61 -2.02],[ 0.   -0.02  0.42 -0.04],2634.59,474,0.020573139190673828
11888,Nelder-mead,10.0,1.0,[-0.58 -1.51 -0.9  -0.13],[ 0.   -0.03  0.59 -0.4 ],2555.51,383,0.017895936965942383
11889,Nelder-mead,10.0,10.0,[0.24 3.76 4.82 3.53],[ 0.   -0.01 -0.19 10.  ],2650.27,361,0.018500566482543945
11890,Nelder-mead,10.0,30.0,[-0.36  3.69 -0.69 -3.78],[  0.    -0.04   1.66 -30.39],13379.8,419,0.023540496826171875
11891,Nelder-mead,10.0,50.0,[ 4.4  -1.2   3.87  1.59],[ 0.   -0.02  0.26  3.92],2455.19,465,0.025389909744262695
11892,Nelder-mead,10.0,100.0,[ 1.18 -0.54  3.23 -2.9 ],[ 0.   -0.04  1.22 -8.63],3295.24,411,0.023214340209960938
11893,Nelder-mead,100.0,0.01,[-3.58  2.62 -1.31 -0.  ],[ 0.   -0.03  0.56 -0.  ],2538.01,378,0.022170066833496094
11894,Nelder-mead,100.0,0.1,[-1.06 -1.85 -4.27 -3.79],[  0.    -0.05   1.81 -17.22],4856.12,465,0.027689218521118164
11895,Nelder-mead,100.0,1.0,[ 1.58  2.35 -1.74 -2.17],[  0.    -0.05   1.5  -13.94],4196.1,412,0.02543163299560547
11896,Nelder-mead,100.0,10.0,[-4.62 -0.62  0.16 -3.97],[ 0.   -0.02  0.16  4.93],2462.1,466,0.02712249755859375
11897,Nelder-mead,100.0,30.0,[-4.42 -3.82  4.82  2.7 ],[ 0.   -0.02  0.15  5.39],2466.28,441,0.029458284378051758
11898,Nelder-mead,100.0,50.0,[ 0.94 -3.08  4.83 -2.47],[ 0.   -0.04  1.28 -9.36],3395.72,372,0.018190860748291016
11899,Nelder-mead,100.0,100.0,[-3.6   4.51 -1.65  4.84],[ 0.   -0.   -0.67 15.37],3163.0,460,0.019940853118896484
11900,Nelder-mead,1000.0,0.01,[ 4.75 -4.26 -0.63 -1.37],[ 0.   -0.04  1.01 -6.38],3024.44,409,0.018097877502441406
11901,Nelder-mead,1000.0,0.1,[ 0.54  1.22 -3.44  2.29],[ 0.   -0.02  0.04  6.52],2492.92,478,0.0204465389251709
11902,Nelder-mead,1000.0,1.0,[-1.21 -2.   -3.19 -2.44],[ 0.   -0.03  0.87 -4.01],2791.21,387,0.01688981056213379
11903,Nelder-mead,1000.0,10.0,[-2.04  2.52  0.96  4.7 ],[ 0.   -0.   -0.9  20.81],4004.13,444,0.019594430923461914
11904,Nelder-mead,1000.0,30.0,[-3.2  -1.47 -1.08  4.17],[ 0.   -0.02 -0.07  8.23],2552.89,424,0.018808603286743164
11905,Nelder-mead,1000.0,50.0,[-4.38  4.18  4.16  3.91],[ 0.000e+00  1.000e-02 -1.450e+00  2.737e+01],5379.06,461,0.019956350326538086
11906,Nelder-mead,1000.0,100.0,[-1.03  0.44 -3.67 -1.79],[ 0.   -0.03  0.5   0.87],2505.59,460,0.02055501937866211
11907,Nelder-mead,10000.0,0.01,[ 1.31  4.57 -2.69  3.53],[ 0.000e+00 -1.000e-02 -2.200e-01  1.014e+01],2659.34,382,0.017609596252441406
11908,Nelder-mead,10000.0,0.1,[ 0.44 -0.74  2.79  4.96],[ 0.000e+00 -1.000e-02 -4.200e-01  1.422e+01],3044.41,480,0.02091693878173828
11909,Nelder-mead,10000.0,1.0,[-1.67  3.65  4.87  1.29],[ 0.   -0.02  0.2   4.81],2459.19,412,0.01844501495361328
11910,Nelder-mead,10000.0,10.0,[-2.03  0.61 -2.44 -3.66],[  0.    -0.06   2.07 -21.2 ],5841.1,481,0.020926952362060547
11911,Nelder-mead,10000.0,30.0,[ 4.58  1.13 -0.56 -4.26],[ 0.   -0.04  1.14 -8.41],3277.28,451,0.021726131439208984
11912,Nelder-mead,10000.0,50.0,[-0.28  2.7  -1.14  2.75],[ 0.   -0.02  0.21  4.66],2457.94,352,0.016188621520996094
11913,Nelder-mead,10000.0,100.0,[-1.52 -0.22  4.92 -1.95],[ 0.   -0.04  1.   -5.74],2953.08,381,0.017287492752075195
11914,Nelder-mead,100000.0,0.01,[-2.51 -0.87 -3.91 -1.45],[ 0.   -0.04  0.89 -4.42],2826.63,415,0.018782615661621094
11915,Nelder-mead,100000.0,0.1,[ 0.03  1.76 -2.77 -3.87],[ 0.   -0.02  0.26  3.94],2455.19,474,0.020596027374267578
11916,Nelder-mead,100000.0,1.0,[-3.67  4.28  1.   -4.45],[ 0.   -0.03  0.79 -3.41],2744.41,465,0.020517587661743164
11917,Nelder-mead,100000.0,10.0,[ 4.54 -3.23  0.17 -0.24],[ 0.   -0.03  0.58 -0.22],2547.33,439,0.019969940185546875
11918,Nelder-mead,100000.0,30.0,[-2.44 -2.12  0.19 -3.28],[ 0.   -0.03  0.77 -2.05],2656.64,437,0.01984381675720215
11919,Nelder-mead,100000.0,50.0,[ 4.98 -1.37  0.38 -1.37],[ 0.   -0.03  0.44  1.79],2481.02,447,0.019946575164794922
11920,Nelder-mead,100000.0,100.0,[ 0.88 -3.85 -0.9   0.39],[ 0.   -0.03  0.62 -0.93],2581.67,390,0.017708539962768555
